s,a,r,sp
59469,0,0,13447
24803,0,0,68437
83542,0,-1,7795
64795,1,0,42688
30084,0,0,62069
14726,0,-1,40932
50451,0,-1,5972
96110,1,0,82805
26923,1,0,98003
35663,1,0,17406
63081,0,0,15403
97746,1,0,20107
15345,0,0,27586
39417,1,0,76767
76982,1,0,92571
24253,0,-1,60328
6108,0,0,69578
25994,0,0,61607
47482,0,0,52253
75263,0,0,61466
69300,0,-1,2206
44911,0,0,94695
4171,0,-1,94759
30591,0,-1,4215
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
83359,0,0,18380
86410,1,0,18351
13804,0,0,64494
72923,0,0,5025
37292,0,-1,33025
1872,0,-1,45854
2045,0,0,22178
262,0,-1,72410
98012,0,0,83249
17767,0,0,66603
83249,0,0,76347
66603,0,-1,33065
32983,1,0,19678
2683,0,0,28672
94812,1,0,15591
66991,1,0,87770
94876,1,0,66121
98388,1,0,56863
28672,0,0,85985
15591,0,0,8840
8272,0,0,17579
17935,1,0,69144
20499,0,0,66432
69585,0,-1,54020
81456,0,-1,5428
81603,0,0,26193
37094,0,0,20253
91420,0,-1,11850
1881,0,0,52571
25800,0,-1,83568
96637,1,0,66980
66337,1,0,98530
75077,1,0,40468
47256,0,0,73886
11468,0,0,44632
28412,1,0,98536
43610,1,0,7559
46661,1,0,78602
73231,0,0,86904
43781,0,0,91475
20499,0,0,66432
54348,0,0,42767
39601,0,0,59633
18216,0,-1,95512
39682,0,0,64473
64864,0,-1,26166
26298,0,-1,18466
93185,0,-1,33065
82913,0,0,60111
13222,1,0,84302
5610,0,0,75729
94141,1,0,14747
35153,1,0,57514
60111,0,-1,10149
82862,1,0,60725
5774,0,0,50210
76937,0,0,77828
74028,1,0,25064
6342,2,0,61501
50210,1,0,89805
77828,0,-1,60261
10871,0,0,77126
3898,0,0,12337
95473,2,0,56213
77126,0,-1,55703
37094,0,0,18663
33006,0,-1,89476
81466,1,0,51809
12279,1,0,83359
21019,0,0,13673
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
83359,0,0,18380
13673,0,-1,8019
97299,0,0,27365
51715,1,0,65573
19427,0,-1,13758
7450,0,-1,88685
72883,0,0,96174
8072,1,0,17721
96174,0,-1,98141
68602,1,0,38945
38302,0,0,79455
54376,1,0,19767
26555,1,0,47161
83919,1,0,89928
46279,0,0,86697
35887,0,0,94493
93450,0,0,12938
81981,1,0,33433
17935,1,0,69144
18158,0,0,66208
94493,0,0,14275
12938,0,-1,23673
18808,0,0,79915
90127,0,0,66449
92908,0,-1,55252
77428,0,-1,75186
34079,0,-1,51174
82913,1,0,69608
30078,1,0,1158
22466,0,0,75729
94141,1,0,14747
35153,1,0,57514
52752,0,0,25746
52698,1,0,55534
83012,0,0,16637
56536,0,0,99424
66121,0,0,9755
30373,0,-1,66867
49101,0,0,45392
72395,1,0,43475
82647,0,-1,57796
87497,0,-1,45687
53283,0,0,6490
56069,0,-1,89476
26682,1,0,97025
96382,1,0,28575
5122,1,0,31626
77301,0,0,21013
94876,1,0,66121
98388,0,0,34523
43289,1,0,80639
19741,1,0,51682
80402,0,0,54800
17935,0,0,6354
97469,0,-1,20429
41526,0,0,9095
30878,0,0,21431
39590,0,0,34625
72658,0,-1,83055
79303,0,-1,10358
46190,0,-1,73973
34539,1,0,4882
65352,1,0,36432
57740,1,0,39483
46271,1,0,66877
87283,1,0,9644
4882,1,0,36119
36432,0,0,74976
43006,0,0,56203
49161,0,0,60815
43864,0,0,71146
34606,0,0,44247
53737,0,-1,57699
37309,0,0,69311
96221,0,-1,92913
6262,0,-1,61271
86070,0,-1,51872
45002,1,0,15345
75815,1,0,46895
68203,0,0,71377
74644,1,0,56536
2529,0,0,39631
98388,1,0,56863
39139,0,0,96496
67874,0,0,66026
81981,1,0,33433
36206,0,-1,96223
1866,0,0,36887
81961,0,-1,12893
25541,0,0,96999
38475,1,0,79869
66460,0,-1,84224
94994,0,0,41939
27362,0,0,46464
41939,0,-1,73973
62351,1,0,32694
32051,1,0,64244
40791,1,0,67295
12970,1,0,94689
70334,0,0,4153
32694,0,0,37292
64244,1,0,67080
67295,0,0,11220
940,1,0,98092
10404,0,-1,47366
60368,0,0,85366
71241,0,0,89782
83542,0,-1,7795
86652,0,0,20471
10953,0,-1,96710
29836,0,0,3893
2587,0,-1,7585
66057,1,0,52752
13222,1,0,84302
5610,1,0,87353
94141,0,0,21206
58788,1,0,42262
21148,1,0,7624
52698,0,0,66511
84357,0,0,4690
62862,0,-1,3087
65219,0,0,7497
29843,0,0,64864
31788,1,0,8766
74317,0,-1,48765
71641,0,0,12273
73620,0,-1,88466
68753,0,0,8046
56848,0,0,88833
8046,0,-1,41579
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,1,0,38285
83359,0,0,18380
86410,0,0,85197
13804,0,0,64494
72923,0,0,24140
38285,0,0,50778
95852,0,-1,24879
34129,0,-1,30255
51911,0,0,50196
38821,0,-1,7444
77028,0,-1,70241
41178,1,0,27873
27230,0,0,46170
4739,1,0,86482
93270,0,0,28666
2529,1,0,73774
6041,1,0,25629
503,0,-1,96308
2422,1,0,13636
56419,0,0,10488
51508,0,0,30988
16132,1,0,33175
4486,0,0,95039
98383,0,-1,51561
56882,0,0,36401
64637,0,0,28107
7450,0,-1,99648
63007,0,0,56105
60430,0,-1,828
31850,1,0,2193
62663,1,0,33743
71403,0,0,94884
29648,1,0,95015
70660,1,0,54134
49372,0,0,86697
43289,1,0,80639
23101,0,0,48933
81981,0,0,86971
17935,1,0,69144
18158,0,0,66208
54348,0,0,42767
48933,2,0,93450
86971,0,-1,95512
42023,0,0,42280
68739,2,0,0
80062,0,-1,60533
66216,0,0,64854
87694,0,-1,33042
25170,0,-1,62254
73681,1,0,44024
43381,1,0,75574
52121,0,0,8421
43185,1,0,8552
84197,1,0,67671
62909,1,0,33033
78107,1,0,80943
8421,0,0,9262
49161,0,0,68190
73774,0,0,9755
56863,0,0,87006
80639,0,0,44707
35418,0,-1,23673
79183,0,-1,66320
79669,0,-1,37883
71883,0,-1,18352
48553,1,0,35248
18253,0,0,77086
52007,1,0,17398
24186,1,0,44792
81550,1,0,87559
43910,1,0,30386
77086,0,0,90135
19741,0,0,88558
81981,0,0,86971
17935,1,0,69144
20499,0,0,66432
69585,0,-1,54020
84018,0,0,99021
17368,0,-1,51561
20911,0,0,87694
58861,0,-1,14867
17767,0,0,66603
52728,0,-1,4086
81538,0,0,85562
59136,1,0,39417
56203,0,0,80342
83621,1,0,49161
95154,1,0,43864
85562,0,0,90160
39417,1,0,76767
80342,0,-1,52732
57145,0,0,58036
70564,1,0,60487
36672,0,-1,3268
65666,0,0,16883
67900,0,-1,56663
45825,1,0,94337
83864,0,-1,33158
58938,1,0,45633
28638,1,0,60831
37378,0,0,27859
46271,1,0,66877
87283,1,0,9644
4882,0,0,54241
36432,1,0,84029
27859,0,-1,70791
76423,1,0,73402
30839,0,0,29229
96187,0,-1,95615
58013,0,0,9230
55111,0,0,99893
49089,0,0,77294
94247,0,-1,75186
34079,0,-1,51174
58938,1,0,45633
28638,0,0,99171
57740,1,0,39483
46271,1,0,66877
87283,1,0,9644
4882,0,0,13003
41581,0,0,86263
76982,0,0,66081
49161,1,0,62492
43864,1,0,33787
91764,2,0,44247
86263,0,-1,65074
53474,0,-1,83209
80782,0,0,60301
52077,0,0,7600
92982,0,0,83613
97254,0,-1,28669
69688,0,-1,13810
96110,1,0,82805
26923,0,0,9634
68203,1,0,49946
56734,0,0,37643
95154,1,0,43864
59779,0,0,91764
93128,0,-1,57699
63813,1,0,13914
56697,0,0,51377
92397,1,0,43457
71782,0,-1,67194
75809,0,0,84548
48856,0,-1,6975
72226,1,0,61001
1751,0,-1,78968
38062,1,0,8405
7762,1,0,39955
16502,1,0,43006
88681,0,0,28666
2529,1,0,73774
6041,0,0,99139
46792,1,0,67790
84357,1,0,99946
28666,0,0,66402
66121,0,0,30257
34523,0,0,34023
54348,0,0,42767
39601,2,0,2475
18216,0,-1,95512
4762,0,-1,52708
26888,0,0,56485
4171,0,-1,94759
84369,0,0,17286
25170,0,-1,62254
36929,1,0,7272
67742,0,0,35280
10201,1,0,75592
82380,1,0,2986
39744,1,0,45753
2104,0,0,27586
93128,0,-1,57699
63813,1,0,13914
95330,0,0,96221
92397,1,0,43457
12283,0,0,56873
13914,0,0,48033
96221,0,-1,92913
43523,0,0,78544
65967,0,-1,71097
1751,0,-1,78968
96110,1,0,82805
26923,1,0,98003
35663,2,0,17406
63081,1,0,44800
4093,1,0,87567
82805,0,0,75977
41816,0,0,58858
15591,2,0,31180
87770,1,0,45862
66121,1,0,33509
30373,0,-1,66867
68223,0,0,28836
30878,0,0,21431
38624,0,0,4229
30769,0,0,31026
28836,0,0,60821
21431,0,-1,24542
16,0,-1,61397
2416,0,-1,99071
50805,1,0,21148
20505,1,0,52698
29245,0,0,25115
83621,1,0,49161
95154,0,0,1022
59779,0,0,91764
39417,0,0,53737
25115,1,0,56203
49161,1,0,62492
1022,0,-1,22003
73868,0,-1,27187
6842,0,-1,30089
93347,0,0,99050
35196,1,0,35928
99050,0,-1,75091
9374,0,0,14631
67742,1,0,38822
60130,1,0,41873
87548,1,0,69267
28560,0,0,68484
59623,0,0,73530
39139,1,0,60137
15591,0,0,8840
8272,1,0,5251
43781,0,0,91475
88315,0,-1,20429
41526,1,0,96685
63063,0,-1,24542
3399,0,0,16
24388,0,0,74559
31508,0,0,65327
16,0,-1,61397
23545,0,-1,99071
45002,1,0,15345
75815,1,0,46895
68203,1,0,49946
56734,0,0,37643
95154,1,0,43864
59779,0,0,99139
46792,0,0,92346
15591,1,0,31180
21013,0,0,86904
86623,0,0,4966
97469,0,-1,20429
98684,0,-1,96982
73493,1,0,36540
6581,0,-1,87798
68146,0,0,83249
46939,0,0,84378
83249,0,0,76347
84378,0,-1,33065
81466,1,0,51809
12279,1,0,83359
21019,0,0,91145
25909,1,0,91276
66921,1,0,50395
45633,0,0,33879
60831,0,0,95852
91145,0,-1,62189
12582,1,0,25913
22237,1,0,97208
89949,0,-1,13996
62927,0,0,35424
59261,0,0,71773
93410,0,0,78230
77428,0,-1,75186
94522,0,0,59973
25800,0,-1,83568
84899,1,0,55242
54599,1,0,86792
63339,2,0,28730
35518,0,0,27931
49161,1,0,32635
27873,1,0,97997
43071,0,0,63213
86482,0,0,56203
24253,0,-1,60328
6108,1,0,36318
7485,0,0,92454
67917,0,-1,44282
48841,0,0,96891
43523,1,0,92035
86176,0,-1,71097
29693,0,-1,78968
81538,1,0,51881
12351,1,0,83431
4739,1,0,86482
93270,0,0,37643
95154,1,0,43864
59779,1,0,34606
39417,1,0,76767
76982,0,0,66081
37643,0,0,66680
43864,0,0,71146
34606,0,0,44247
76767,0,0,95761
66081,0,-1,43755
20567,0,-1,83667
13368,0,-1,29862
54661,0,0,32590
71210,0,-1,96377
81466,1,0,51809
12279,1,0,83359
21019,1,0,86410
32085,0,0,51867
89449,1,0,72923
51809,1,0,38285
83359,2,0,86195
86410,0,0,1556
29339,0,-1,87221
86795,1,0,98968
38650,0,0,88867
41199,0,0,58276
59810,0,-1,50527
3067,0,0,30435
76930,0,-1,10131
78918,0,0,44614
2416,0,-1,99071
38062,0,0,85562
59136,1,0,39417
56203,1,0,76982
83621,1,0,49161
95154,1,0,43864
85562,0,0,81183
46792,0,0,92346
15591,1,0,31180
87770,0,0,3574
86623,1,0,76546
32919,0,0,72682
594,0,-1,54020
4486,2,0,21529
17368,0,-1,51561
20911,0,0,87694
91148,0,0,84097
91,0,0,78530
87694,0,-1,33042
86537,2,0,27782
17286,0,-1,4215
34539,1,0,4882
65352,1,0,36432
57740,0,0,70269
88681,1,0,70400
46045,1,0,13167
8405,1,0,94881
39955,0,0,59136
80342,0,-1,43755
64520,0,0,96645
92821,1,0,43857
15024,0,0,20519
48407,0,0,47907
79183,0,-1,66320
80431,0,0,2453
73620,0,-1,88466
83874,0,0,97673
2416,0,-1,99071
32983,1,0,19678
2683,0,0,28672
94812,1,0,15591
66991,0,0,67012
99026,1,0,86623
2538,0,0,5785
64134,0,0,69585
93450,0,0,12938
34057,0,-1,95512
90963,1,0,42023
78664,0,0,32431
67993,0,-1,60533
64854,0,-1,99648
43695,1,0,96178
44738,0,0,88372
96178,1,0,47238
88372,0,-1,828
34539,1,0,4882
65352,1,0,36432
57740,1,0,39483
46271,1,0,66877
87283,1,0,9644
4882,0,0,13003
39955,0,0,59136
76982,1,0,92571
49161,0,0,68190
73774,0,0,78521
99139,0,-1,62717
8834,0,0,43741
95243,0,0,33536
20587,2,0,41131
80233,0,0,79733
75900,0,-1,96982
23049,0,-1,55760
34079,0,-1,51174
62351,1,0,32694
32051,1,0,64244
40791,1,0,67295
12970,1,0,94689
70334,1,0,37456
32694,0,0,43543
70495,0,0,5516
73546,0,0,2202
47161,1,0,5426
89928,0,0,99026
34523,0,0,34023
594,0,-1,54020
81456,0,-1,5428
84285,0,0,97254
60513,0,0,55445
97874,0,0,27471
97254,0,-1,28669
90817,0,-1,13810
9374,1,0,96069
40187,2,0,11267
48927,2,0,14318
76345,1,0,41712
78470,1,0,831
96069,1,0,66193
11267,0,0,73843
41873,0,0,69300
59020,0,0,66991
66121,1,0,33509
56863,1,0,70446
92346,0,-1,16810
88858,0,0,99021
5809,2,0,46866
49162,0,0,4634
33175,0,0,2189
99021,0,0,81456
46866,0,0,17368
4634,0,-1,15062
80467,0,-1,84224
19608,0,-1,73973
41717,1,0,28412
72530,1,0,43610
81270,0,0,67874
87493,1,0,8272
99026,0,0,28029
34023,0,0,97469
90953,1,0,54348
51521,2,0,48933
81981,1,0,33433
28029,0,0,91475
97469,0,-1,20429
41526,1,0,96685
15237,0,0,43475
38624,0,0,4229
28452,0,0,53243
96685,0,0,80175
43475,0,-1,24542
16,0,-1,61397
23545,0,-1,99071
34539,1,0,4882
65352,1,0,36432
57740,1,0,39483
46271,0,0,8463
46045,1,0,13167
8405,0,0,34961
46792,0,0,61112
84357,1,0,99946
31628,0,-1,60050
44717,1,0,36040
64603,0,0,74456
10676,0,0,8766
42108,0,0,32685
42023,0,0,42280
68739,0,-1,26166
55917,0,0,65558
13685,0,-1,32376
2416,2,0,93179
8046,0,-1,41579
84899,0,0,35232
27230,1,0,43071
80731,0,0,74858
93270,1,0,13876
34282,1,0,56643
59240,0,0,90160
39417,0,0,53737
80342,0,-1,43755
64520,0,0,96645
92821,1,0,43857
75281,0,-1,99765
94372,0,0,23866
84151,0,-1,61397
76423,1,0,28906
68753,0,0,8046
28906,1,0,79966
8046,0,-1,41579
76214,1,0,62909
7027,0,0,28950
56203,1,0,76982
83621,1,0,49161
95154,1,0,43864
59779,2,0,34606
28950,0,0,86263
76982,0,0,66081
49161,1,0,62492
43864,1,0,33787
34606,0,0,44247
86263,0,-1,57699
46099,0,-1,51975
88435,0,0,29067
59730,0,0,94751
57598,0,-1,68080
12993,0,-1,98141
76214,0,0,85562
59136,1,0,39417
56203,1,0,76982
83621,1,0,49161
95154,0,0,1022
85562,0,0,90160
39417,0,0,53737
76982,1,0,92571
49161,1,0,62492
1022,0,-1,22003
84526,0,-1,27187
6842,0,-1,30089
22952,0,0,71108
35196,1,0,35928
71108,0,-1,75091
81466,0,0,59168
12279,1,0,83359
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
59168,0,-1,1923
74636,1,0,52499
91774,0,0,45810
67527,0,0,58730
66728,0,0,69061
80407,1,0,70503
45810,0,-1,9349
53516,0,-1,28481
16881,0,0,28012
21125,0,0,81492
54560,0,0,37790
66491,0,-1,41579
3485,1,0,90180
73185,0,0,68117
81925,1,0,8429
70456,0,0,73231
10813,1,0,33174
28412,1,0,98536
6349,0,0,90135
19741,0,0,88558
34057,0,-1,95512
90963,1,0,42023
29843,0,0,64864
67993,0,-1,60533
47138,0,0,66216
20911,1,0,30536
58861,0,-1,14867
17767,0,0,66603
16420,0,0,98706
66603,0,-1,33065
3485,1,0,90180
73185,1,0,5378
81925,1,0,8429
70456,0,0,73231
10813,1,0,33174
28412,0,0,86697
43289,0,0,37335
93450,1,0,39601
34057,0,-1,95512
90963,1,0,42023
52150,0,0,68739
46679,0,0,8766
42108,0,0,32685
42023,0,0,42280
68739,0,-1,26166
55917,0,0,65558
13685,0,-1,32376
2416,0,-1,99071
50805,1,0,21148
20505,1,0,52698
29245,0,0,25115
83621,1,0,49161
95154,1,0,43864
59779,0,0,99139
46792,1,0,67790
71377,1,0,2465
56536,0,0,99424
66121,0,0,30257
34523,0,0,34023
54348,0,0,42767
48933,0,0,15699
86971,0,-1,95512
4762,0,-1,52708
26888,0,0,56485
4171,0,-1,94759
43400,0,-1,4215
50805,1,0,21148
20505,1,0,52698
29245,1,0,55749
17776,0,0,37643
95154,1,0,43864
59779,0,0,91764
39417,0,0,53737
76982,0,0,66081
37643,1,0,83621
43864,1,0,33787
91764,0,-1,24108
56687,0,-1,43529
73230,0,-1,317
64719,0,0,96174
8072,0,0,80577
22722,0,0,36490
25800,0,-1,83568
81466,1,0,51809
12279,1,0,83359
21019,0,0,13673
32085,1,0,13804
89449,1,0,72923
51809,2,0,38285
83359,0,0,18380
13673,0,-1,56515
23260,1,0,20239
77676,1,0,91534
68418,0,0,39023
48513,0,-1,23880
12790,0,0,35628
98657,0,0,77106
88832,0,-1,33515
94780,0,0,59973
80232,0,0,12217
59973,0,0,34079
12217,0,-1,83568
81466,0,0,1488
54599,1,0,86792
63339,0,0,17106
35518,1,0,56124
92882,1,0,60004
1488,0,-1,61635
50700,1,0,12211
96147,0,-1,48879
8507,0,0,83053
96220,1,0,71191
58013,0,0,29732
87203,0,0,24671
93410,1,0,21072
94247,0,-1,75186
55889,0,0,36490
52290,0,0,71778
36490,0,0,39920
71778,0,-1,83568
34777,1,0,21472
20829,1,0,36670
74330,0,0,67874
87493,1,0,8272
99026,1,0,86623
2538,1,0,77365
43289,0,0,37335
51521,0,0,35418
81981,0,0,86971
17935,0,0,6354
20499,1,0,67194
37335,0,0,90953
35418,0,-1,23673
79183,0,-1,66320
79669,2,0,2453
40533,0,0,87627
48089,0,0,74082
2453,0,-1,37883
2069,0,-1,18352
36929,0,0,59623
96382,1,0,28575
5122,0,0,63724
66991,1,0,87770
94876,1,0,66121
23933,0,-1,66867
89805,1,0,49101
45851,0,0,6974
73258,0,0,82647
79733,1,0,30769
41526,0,0,9095
6974,0,0,59150
82647,0,-1,57796
27122,1,0,36771
26298,0,-1,18466
80852,0,0,88910
16420,0,0,98706
88910,0,-1,33065
34539,0,0,12241
65352,1,0,36432
57740,1,0,39483
46271,1,0,66877
87283,1,0,9644
12241,0,-1,97406
31232,0,0,16487
52819,1,0,2896
84312,0,0,85
73750,1,0,63673
8834,0,0,43741
95243,0,0,33536
20587,0,0,73258
30769,0,0,31026
75900,0,-1,96982
23049,0,-1,55760
1881,0,0,52571
25800,0,-1,83568
81466,0,0,76967
30078,0,0,63897
22466,1,0,4209
10997,1,0,31603
52009,1,0,74370
76967,0,-1,86514
69803,0,-1,25524
95474,0,0,64440
57225,1,0,8677
45264,1,0,79972
64440,1,0,29831
8677,0,0,28459
79972,0,0,7340
22178,0,0,24966
63843,0,0,67325
3293,0,-1,48641
19608,0,-1,73973
71135,0,0,24171
58858,1,0,39139
94812,1,0,15591
66991,1,0,87770
94876,1,0,66121
24171,0,0,32919
43289,0,0,37335
93450,0,0,12938
81981,1,0,33433
17935,0,0,6354
88315,0,-1,20429
74312,0,0,15549
63063,0,-1,24542
3399,1,0,62806
37433,0,-1,81977
21758,0,0,61051
60698,0,0,79800
61051,0,-1,61637
31850,1,0,2193
62663,0,0,30201
5122,1,0,31626
77301,1,0,59020
34665,1,0,18139
97025,0,0,27308
31737,0,-1,16810
6572,0,0,84018
46866,1,0,57017
14454,0,0,91051
98176,0,0,92230
84018,0,0,99021
57017,1,0,89210
91051,2,0,4634
92230,0,-1,95267
81815,0,0,1303
43084,0,0,62186
3293,0,-1,48641
19608,0,-1,73973
32983,1,0,19678
2683,1,0,34876
11423,0,0,63724
66991,1,0,87770
94876,1,0,66121
98388,1,0,56863
39139,0,0,96496
67874,0,0,66026
81981,0,0,86971
17935,1,0,69144
20499,0,0,66432
594,0,-1,54020
25367,0,0,56669
17368,0,-1,51561
20911,0,0,87694
58861,0,-1,14867
80852,0,0,88910
52728,0,-1,4086
84899,1,0,55242
54599,1,0,86792
63339,1,0,28730
35518,0,0,55300
92882,0,0,82980
27873,1,0,97997
43071,0,0,63213
86482,1,0,2071
13052,0,0,66680
1022,0,-1,22003
358,0,0,1679
39940,0,-1,35529
91720,1,0,68274
40856,0,-1,44405
86070,0,-1,51872
38062,1,0,8405
7762,1,0,39955
16502,1,0,43006
88681,1,0,70400
46045,1,0,13167
8405,1,0,94881
39955,0,0,59136
76982,0,0,66081
49161,0,0,68190
73774,0,0,9755
56863,0,0,87006
1895,0,0,6074
12938,0,-1,23673
79183,0,-1,66320
79669,0,-1,37883
71883,0,-1,18352
81538,1,0,51881
12351,1,0,83431
4739,1,0,86482
93270,1,0,13876
34282,1,0,56643
51881,0,0,34961
46792,0,0,61112
84357,0,0,4690
87770,0,0,3574
86623,1,0,76546
86697,0,0,86197
594,2,0,42767
12938,0,-1,23673
79183,0,-1,66320
80431,0,0,2453
32397,0,0,25346
18470,0,-1,19074
69688,0,-1,13810
96110,1,0,82805
26923,0,0,9634
68203,1,0,49946
56734,1,0,77340
97746,1,0,20107
15345,0,0,34961
503,0,-1,96308
2422,1,0,13636
95052,0,0,38980
51508,1,0,86216
55042,0,0,70894
4486,0,0,95039
17368,0,-1,51561
20911,0,0,87694
72877,0,0,10587
7450,0,-1,99648
69688,0,-1,13810
62677,0,0,28321
1895,1,0,43289
98962,0,0,3544
25618,1,0,81981
91475,1,0,17935
72682,0,0,88315
90953,1,0,54348
3544,0,0,48933
81981,0,0,86971
17935,1,0,69144
88315,0,-1,20429
41526,0,0,9095
15237,0,0,43475
82647,0,-1,57796
27122,1,0,36771
26298,0,-1,18466
89642,0,-1,33065
58938,1,0,45633
28638,0,0,99171
57740,1,0,39483
46271,1,0,66877
87283,1,0,9644
4882,0,0,13003
41581,0,0,86263
76982,1,0,92571
49161,0,0,60815
43864,1,0,33787
91764,0,-1,31483
91728,0,-1,91115
68156,0,0,81045
4412,0,0,9233
57336,0,0,3293
23049,0,-1,55760
1881,0,0,52571
25800,0,-1,83568
96110,0,0,22704
75815,1,0,46895
68203,1,0,49946
56734,1,0,77340
97746,1,0,20107
22704,0,0,90160
39417,0,0,53737
76982,0,0,66081
49161,0,0,68190
73774,1,0,41162
81183,0,-1,62717
56409,2,0,12496
27452,0,-1,82538
3284,0,0,45283
93410,1,0,21072
94247,0,-1,75186
1881,0,0,52571
52290,0,0,71778
52571,0,-1,51174
82913,1,0,69608
30078,1,0,1158
22466,1,0,4209
10997,1,0,31603
52009,0,0,68972
52752,0,0,25746
52698,0,0,59136
76982,1,0,92571
49161,0,0,60815
1022,0,-1,22003
73868,0,-1,27187
8880,1,0,85858
59713,2,0,36267
91843,0,-1,73402
69085,0,0,46426
22131,0,0,87373
80000,0,-1,82155
71135,1,0,57830
1948,1,0,73028
10688,0,0,63724
66991,1,0,87770
94876,1,0,66121
98388,1,0,56863
39139,1,0,60137
63724,0,0,52021
8272,0,0,17579
17935,0,0,6354
20499,0,0,66432
54348,0,0,42767
35418,0,-1,23673
93950,0,0,8681
8081,0,-1,63263
53524,0,-1,96710
78102,0,-1,61637
73681,1,0,44024
43381,0,0,52119
10688,1,0,92431
99219,0,0,21013
94876,1,0,66121
98388,0,0,34523
35887,0,0,94493
93450,1,0,39601
43348,0,0,18216
17935,1,0,69144
97469,0,-1,20429
60821,0,0,75900
30878,1,0,3160
80014,0,-1,57796
27122,0,0,34192
9455,0,-1,18466
46939,0,0,84378
52728,0,-1,4086
96110,0,0,22704
75815,1,0,46895
68203,0,0,71377
74644,1,0,56536
2529,2,0,73774
92699,0,-1,62717
30416,1,0,28599
25349,0,0,92969
19696,1,0,28013
77900,0,0,12595
41526,1,0,96685
72395,0,-1,24542
3399,1,0,62806
47418,0,0,88050
31508,0,0,65327
62806,0,0,81908
88050,0,0,37433
65327,0,-1,75186
29305,0,-1,51174
41178,1,0,27873
27230,1,0,43071
80731,1,0,62474
8149,0,0,13052
34282,1,0,56643
51881,1,0,83118
83431,1,0,31028
86482,0,0,56203
24253,0,-1,60328
6108,0,0,69578
7485,0,0,99829
47482,0,0,52253
82330,0,0,90397
76953,0,-1,98056
62631,0,-1,47720
21253,0,0,6490
56069,0,-1,89476
31850,1,0,2193
62663,1,0,33743
71403,1,0,36794
43582,1,0,64188
84594,1,0,6955
2193,0,0,37618
64570,0,0,1895
19741,0,0,88558
81981,0,0,86971
17935,1,0,69144
97469,0,-1,20429
60821,0,0,75900
26762,0,0,80628
82647,0,-1,57796
27122,0,0,34192
9455,0,-1,18466
17767,0,0,66603
52728,0,-1,4086
45002,0,0,85562
59136,1,0,39417
56203,0,0,87717
74644,1,0,56536
2529,1,0,73774
92937,0,0,81183
46792,1,0,67790
87717,0,-1,74989
56867,0,0,96645
92821,0,0,56267
75281,0,-1,99765
1050,1,0,76021
3284,0,0,45283
37433,0,-1,81977
17751,1,0,49944
31526,0,0,82216
49944,0,0,10095
82216,0,-1,7585
81466,1,0,51809
12279,0,0,46098
21019,1,0,86410
32085,1,0,13804
89449,1,0,72923
51809,0,0,56407
46098,0,-1,16066
54403,1,0,50180
85920,2,0,44012
85121,1,0,36157
69185,0,-1,80098
67839,0,0,1312
16240,0,0,57225
79972,0,0,7340
76895,0,-1,65752
86517,0,0,23442
25800,0,-1,83568
71135,1,0,57830
1948,0,0,28672
94812,1,0,15591
66991,1,0,87770
94876,0,0,43781
2538,1,0,77365
71709,0,0,30315
93450,1,0,39601
